key,file,label,node_count,edge_density,percent_difference_network_tr,percent_difference_cluster_tr,difference,tr_citing_x.1,tr_cited_x.1,tr_citing_y.1,tr_cited_y.1
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,1.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,-1.0,,,0.0,1.0,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,-1.0,,,0.0,1.0,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,-0.5,,,1.0,2.0,1.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,1.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,-1.0,,,0.0,1.0,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,-1.0,,,0.0,2.0,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,2.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,more_citing,3.0,0.6666666666666666,-0.75,0.0,0.75,1.0,4.0,1.0,1.0
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,more_cited,3.0,1.0,1.0,0.0,-1.0,2.0,1.0,1.0,1.0
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
